class,pi_win1,pi_win2,pi_win3,pi_win4,pi_win5,pi_win6,pi_win7,pi_win8,pi_win9,pi_win10,pi_win11,thetaW_win1,thetaW_win2,thetaW_win3,thetaW_win4,thetaW_win5,thetaW_win6,thetaW_win7,thetaW_win8,thetaW_win9,thetaW_win10,thetaW_win11,tajD_win1,tajD_win2,tajD_win3,tajD_win4,tajD_win5,tajD_win6,tajD_win7,tajD_win8,tajD_win9,tajD_win10,tajD_win11,ZnS_win1,ZnS_win2,ZnS_win3,ZnS_win4,ZnS_win5,ZnS_win6,ZnS_win7,ZnS_win8,ZnS_win9,ZnS_win10,ZnS_win11,Omega_win1,Omega_win2,Omega_win3,Omega_win4,Omega_win5,Omega_win6,Omega_win7,Omega_win8,Omega_win9,Omega_win10,Omega_win11
1,0.134910867,0.132586923,0.129204456,0.129966221,0.130829005,0.13249402,0.125536689,0.126438445,0.13774731,0.126751372,0.133133275,0.125847543,0.13828256,0.131366866,0.135228609,0.13161706,0.131446674,0.132537561,0.126242644,0.12827613,0.1294252,0.13238487,0.130004444,0.128502815,0.133159562,0.129992987,0.131537522,0.131285999,0.131293557,0.134797514,0.13036844,0.133418745,0.138160895,0.069816555,0.070725762,0.066241013,0.063024473,0.064665199,0.066050198,0.065702169,0.067734086,0.066111467,0.068775624,0.0664359,0.064401332,0.066911397,0.065955459,0.064336854,0.063363138,0.068971439,0.068603802,0.066721942,0.064847765,0.063732431,0.063578149
1,0.128141051,0.133120457,0.127742104,0.132823369,0.127121667,0.128771918,0.125689612,0.131101086,0.137234872,0.125988537,0.131794656,0.129582895,0.135570369,0.125516771,0.127252248,0.135166129,0.126933324,0.132534671,0.136776513,0.135653361,0.129842357,0.12548382,0.134176023,0.132371113,0.128803009,0.133050453,0.125205441,0.137342547,0.126365813,0.131020185,0.134193145,0.135978463,0.129041255,0.064038351,0.069051571,0.06474872,0.06636874,0.070685765,0.066861321,0.068668653,0.06390667,0.068180698,0.069935138,0.067934021,0.064174532,0.069424007,0.064335702,0.068875012,0.069689253,0.065908458,0.069802247,0.063175017,0.066953098,0.065352915,0.066006046
1,0.133480568,0.125709943,0.137117481,0.130532599,0.125093568,0.129905931,0.129219605,0.125751373,0.135479534,0.127576874,0.138256166,0.13753343,0.129922504,0.13303319,0.125346656,0.130357377,0.125855642,0.136334851,0.127480634,0.136261396,0.128151512,0.12915659,0.133736889,0.13007591,0.1374214,0.134052747,0.12657622,0.131040315,0.136050574,0.127103659,0.135958801,0.130781765,0.130424052,0.06593579,0.065760954,0.064530657,0.067876085,0.070331735,0.068008722,0.068315929,0.06307858,0.070377984,0.068068327,0.069600529,0.067476319,0.066974253,0.068551304,0.068885711,0.064002537,0.064460882,0.068452131,0.064226376,0.067951533,0.066103777,0.069919893
1,0.125676094,0.134722398,0.128293072,0.128677686,0.137618362,0.134766902,0.137904657,0.12914802,0.138026082,0.131527053,0.133527035,0.127192638,0.134308601,0.127988804,0.137295138,0.138101894,0.134438756,0.126116296,0.136140286,0.131407305,0.132061331,0.135251106,0.130795106,0.132067956,0.135738207,0.126245655,0.126057795,0.127536536,0.134047522,0.13397686,0.132062258,0.128033939,0.128338284,0.063889672,0.069228851,0.066321903,0.067331972,0.064003055,0.069947663,0.063065169,0.070564055,0.068858022,0.065096909,0.069046683,0.069222705,0.067229089,0.064908586,0.069936224,0.064858208,0.067230005,0.066601004,0.069253452,0.069029526,0.065907989,0.066530359
1,0.13534809,0.137617931,0.13038785,0.134703952,0.133059202,0.137579996,0.135603175,0.129654198,0.133867282,0.129583471,0.12603189,0.138221368,0.137357841,0.125405799,0.136923767,0.130436277,0.126833783,0.132948621,0.131446094,0.126484656,0.133359485,0.128089576,0.1336972,0.128445044,0.132983361,0.126977118,0.128491116,0.1364546,0.127636446,0.129457372,0.132376673,0.131613527,0.12975088,0.063086725,0.065589451,0.067476132,0.065790334,0.070767733,0.063584121,0.069867182,0.06324451,0.067385111,0.066064622,0.063524297,0.068004873,0.066837174,0.063943145,0.06794302,0.063512328,0.066653157,0.065774485,0.066558285,0.068133286,0.064076192,0.063265942
1,0.131815922,0.131870621,0.129802347,0.135462748,0.132194704,0.128152114,0.133720496,0.136507159,0.130694726,0.125888076,0.13312512,0.12722102,0.133362573,0.135740699,0.125351028,0.132389043,0.130617731,0.127560018,0.127026856,0.133400611,0.130610168,0.128107412,0.130473442,0.128087195,0.126693829,0.138101494,0.125998433,0.13505045,0.136768907,0.137669909,0.127690751,0.127346245,0.131411087,0.070501362,0.064721896,0.063527056,0.065019474,0.069548792,0.066076199,0.06988036,0.070250007,0.068240219,0.067725116,0.069762092,0.067535484,0.063394153,0.068711409,0.066767306,0.063253587,0.064052417,0.066627823,0.068822933,0.064502358,0.070027325,0.069874823
1,0.127916221,0.12609362,0.131617441,0.125292486,0.125651909,0.13069014,0.136666966,0.1290888,0.125851245,0.128659204,0.128800517,0.135461682,0.129912862,0.133980276,0.132750394,0.135534529,0.133334967,0.130496778,0.134627366,0.130543817,0.136481227,0.127436075,0.127436746,0.125438458,0.126889316,0.12984167,0.134084291,0.13249811,0.1301069,0.12508539,0.131459897,0.136005359,0.135796789,0.066344726,0.063974649,0.064146444,0.06800084,0.067167936,0.0692543,0.068919634,0.068250457,0.070713637,0.067001468,0.066303343,0.067592119,0.064514161,0.064989142,0.069327745,0.063697121,0.063851519,0.070303736,0.065184548,0.062977151,0.066360827,0.069643531
1,0.135040698,0.137299328,0.130139065,0.126363828,0.136198016,0.134241721,0.131367354,0.125575669,0.128086931,0.125330869,0.137550769,0.136570177,0.134231745,0.136551772,0.125061832,0.126093863,0.129171252,0.128275483,0.128380306,0.12891051,0.130865331,0.132148633,0.12551488,0.128774764,0.13488996,0.125891393,0.132342621,0.135822278,0.127453484,0.128613053,0.132149185,0.134178901,0.132328353,0.067876307,0.065918531,0.068263654,0.070638092,0.065805589,0.068635091,0.067009421,0.070857093,0.068112511,0.06561358,0.070372304,0.068186864,0.067349457,0.069914491,0.065394624,0.065022309,0.066858005,0.069885847,0.065255715,0.067415753,0.063301536,0.063568616
1,0.133322436,0.135099341,0.126743825,0.133684975,0.131324397,0.12569893,0.134971321,0.129213479,0.125509549,0.12822243,0.13819809,0.136531001,0.132188286,0.132048189,0.129024048,0.128654607,0.131765616,0.131204927,0.125257124,0.137190816,0.126261337,0.130431089,0.131222894,0.132794108,0.127211233,0.126038935,0.131254388,0.130201987,0.125306896,0.128460345,0.129354316,0.13489982,0.126310109,0.065077021,0.064419123,0.066666954,0.066255298,0.067517273,0.0638074,0.068527667,0.067818671,0.066705039,0.06737464,0.063750938,0.064216054,0.070445847,0.067362021,0.067140729,0.068580539,0.066562162,0.06525823,0.065259376,0.068427508,0.063030935,0.06956782
1,0.127393665,0.137406371,0.13300156,0.130992145,0.131246016,0.125382597,0.127256969,0.132640466,0.135571551,0.12544671,0.128730246,0.137720778,0.12682313,0.130038824,0.129266036,0.128262853,0.126504563,0.127606319,0.127516224,0.132257278,0.134374346,0.131703841,0.135368682,0.137798054,0.125044244,0.129215966,0.12844051,0.134355511,0.131893361,0.137601308,0.138306941,0.132647481,0.132215066,0.069781967,0.065376119,0.069525194,0.066243428,0.065499456,0.06599786,0.063316836,0.069673512,0.064072417,0.070011219,0.070634292,0.070661169,0.070115518,0.067498578,0.06452286,0.063147903,0.066851611,0.066046173,0.066750799,0.065182807,0.070007683,0.064159055
1,0.132504402,0.135158759,0.131246969,0.127571409,0.127607684,0.138351815,0.128378422,0.137525959,0.127761193,0.137826532,0.138423069,0.135102615,0.133445984,0.12922988,0.126384509,0.136389838,0.137195503,0.128835776,0.127988368,0.128265616,0.138411649,0.130327223,0.134908788,0.126991064,0.137411628,0.13575123,0.125052,0.134016555,0.131410413,0.129629646,0.133880886,0.132700414,0.126648095,0.067389975,0.066235879,0.066191177,0.062947052,0.070016473,0.067675296,0.070080307,0.067112899,0.063035784,0.067278803,0.063721712,0.069708332,0.06573807,0.070022386,0.066931371,0.070381032,0.065780639,0.064706814,0.067619333,0.06574238,0.064791,0.066564697
1,0.126899458,0.135033998,0.134667116,0.131538574,0.130232139,0.132044061,0.130416511,0.135364257,0.127305092,0.134171634,0.125625659,0.129756405,0.133143927,0.129191068,0.127116881,0.135085225,0.133427312,0.128818142,0.137972768,0.126545198,0.13812851,0.133139448,0.126857734,0.13772865,0.132945403,0.127234767,0.126612086,0.131766655,0.134770322,0.130558172,0.133535749,0.132019155,0.126773216,0.070277953,0.0708357,0.066968462,0.066905665,0.063721918,0.070221397,0.066753498,0.068257925,0.06675944,0.063745767,0.064615174,0.065600383,0.068079314,0.068149142,0.069098428,0.066454753,0.07031649,0.068709011,0.06583173,0.066762238,0.06764157,0.066737692
1,0.13785563,0.130573917,0.13120891,0.136958976,0.128202765,0.137200753,0.138210632,0.13311824,0.133818299,0.137149255,0.125957976,0.134112445,0.131997424,0.126709658,0.138467166,0.132385843,0.132159172,0.132179476,0.130134051,0.126054777,0.135141389,0.135668062,0.133405744,0.136377687,0.133695512,0.130527633,0.130813263,0.133437878,0.13101599,0.136263221,0.126580056,0.13242397,0.128557045,0.070615457,0.06998031,0.070379935,0.063651313,0.063000315,0.06511319,0.066044663,0.069491992,0.069590286,0.069991392,0.069681758,0.065752243,0.070159625,0.067111777,0.064540197,0.067871114,0.068658879,0.063517179,0.064626196,0.067773488,0.063876895,0.067247141
1,0.138218737,0.132011353,0.131316796,0.137188891,0.132807926,0.128311322,0.134576886,0.135180269,0.134803572,0.135998459,0.127766423,0.137582015,0.132400478,0.135419722,0.137819918,0.136463465,0.134537442,0.133036652,0.135037761,0.133571132,0.137118952,0.137174689,0.132015031,0.136413981,0.135289652,0.137543546,0.13497377,0.13158514,0.132819391,0.134175222,0.126719856,0.133349494,0.138109138,0.069872149,0.066112316,0.068253486,0.0630213,0.065726321,0.069835722,0.063020786,0.070660812,0.062983168,0.064293584,0.067066554,0.070632632,0.066752871,0.064816241,0.065281392,0.065297724,0.068683873,0.064861014,0.066871465,0.064835837,0.067636554,0.066867159
1,0.132891206,0.135468678,0.138223923,0.130664605,0.137902898,0.135756459,0.130455616,0.13424762,0.128731518,0.130361048,0.127623418,0.137753457,0.133768189,0.134488947,0.135774122,0.126085434,0.132034233,0.126317694,0.126473438,0.13333869,0.138397825,0.127343553,0.137056582,0.130212223,0.125890164,0.131978969,0.135649796,0.136686777,0.12778831,0.131930948,0.134026057,0.129841908,0.127277734,0.069284708,0.069632845,0.065363053,0.066433078,0.068856654,0.064119207,0.065808058,0.062970119,0.06667041,0.064480878,0.070128354,0.068497312,0.064657582,0.063865951,0.068302325,0.068841549,0.067059597,0.067589436,0.066267987,0.069505467,0.065538605,0.066880807
1,0.133417767,0.125062909,0.131354705,0.133993136,0.134282411,0.125215526,0.134552624,0.128965106,0.132642412,0.137136486,0.127647101,0.133331291,0.131143155,0.129639346,0.129476475,0.132134165,0.137363103,0.137547381,0.127310279,0.129078598,0.137808814,0.130802061,0.135106182,0.128174914,0.129516491,0.137143333,0.127496363,0.135977874,0.137040595,0.124979976,0.133291124,0.131401021,0.129516007,0.067550682,0.065119341,0.068952722,0.070229715,0.067023496,0.063181415,0.070583523,0.06306391,0.064286517,0.063950086,0.069797635,0.065467413,0.067843402,0.06745744,0.066669541,0.068475166,0.066378712,0.069234579,0.066531977,0.065442551,0.065702643,0.069730688
1,0.131546177,0.125744395,0.126949945,0.127284797,0.134733733,0.1344853,0.130855673,0.129201222,0.132158896,0.127782554,0.127302695,0.132120804,0.128126631,0.137544762,0.132217072,0.13797257,0.130240231,0.138115423,0.136253253,0.134988349,0.133504489,0.125787947,0.129557229,0.136757668,0.130011878,0.129218681,0.126488504,0.128030916,0.133839198,0.131045846,0.131134129,0.136624304,0.133972717,0.070316391,0.067289672,0.063389172,0.067965946,0.063525205,0.067626027,0.070499231,0.06655371,0.06555052,0.062973689,0.06526082,0.065369334,0.065000003,0.063265529,0.064809041,0.070563313,0.07064197,0.064845913,0.068836686,0.065927111,0.067219881,0.066514342
1,0.130699224,0.135251353,0.131577564,0.133124685,0.134764668,0.125912244,0.128304979,0.128258081,0.125830878,0.131999728,0.12720504,0.128459265,0.135734538,0.134734612,0.137319122,0.135046984,0.126617027,0.137574613,0.132268318,0.137706336,0.133703443,0.136403802,0.134739633,0.135871152,0.12550009,0.135441049,0.12945324,0.125398974,0.131744572,0.125459904,0.136916719,0.1276872,0.128673905,0.064212156,0.068288439,0.066402001,0.070468901,0.068919807,0.063066084,0.066918323,0.069314604,0.063932154,0.06671679,0.065147128,0.064819872,0.070114001,0.064496377,0.063655431,0.069330225,0.064774841,0.069208939,0.064968188,0.069363276,0.068555576,0.069600272
1,0.137183612,0.129896895,0.13235087,0.133912624,0.128240818,0.127905385,0.134190118,0.129181508,0.129381737,0.136026596,0.130824946,0.13326076,0.12823298,0.136209001,0.135571577,0.133713131,0.127787078,0.127893793,0.12754279,0.132448622,0.133367306,0.128471272,0.136463992,0.132207274,0.12622941,0.126866767,0.134904499,0.131632961,0.136897711,0.135457253,0.13323266,0.137744656,0.13707715,0.070785014,0.070697965,0.068840732,0.063129239,0.069327079,0.068636156,0.065724655,0.069173648,0.065412463,0.065672251,0.069289398,0.069798468,0.063255581,0.06650891,0.068730438,0.064857589,0.069454823,0.063385352,0.067949481,0.064393338,0.070375582,0.070788856
1,0.134992879,0.12499168,0.132198024,0.127475968,0.133148553,0.13699676,0.128441321,0.13167057,0.135308612,0.138438597,0.13458238,0.125592579,0.137519212,0.131560967,0.134871399,0.137008625,0.134287712,0.126496916,0.133667978,0.132096154,0.125306091,0.138406476,0.137919082,0.135352397,0.13080343,0.125037118,0.135389091,0.136914605,0.126720837,0.127106226,0.129965649,0.128013623,0.125118732,0.068354694,0.066389266,0.064141415,0.068906536,0.064698723,0.07054395,0.067631119,0.065838518,0.070454464,0.063290536,0.063482291,0.070008697,0.068065778,0.06790272,0.063277741,0.069142786,0.068758196,0.063466494,0.06918653,0.065232526,0.064582537,0.069236242
1,0.129788009,0.126784821,0.125382529,0.134455308,0.125037307,0.125299733,0.129018037,0.128935332,0.126351202,0.130987236,0.126548356,0.1265588,0.133988366,0.129050698,0.125794343,0.136347204,0.137939028,0.126316751,0.136696003,0.127334797,0.136741662,0.128916536,0.132362152,0.129256957,0.131067479,0.138075509,0.136294786,0.127243317,0.12681628,0.137133372,0.12597496,0.13442401,0.12984701,0.065864439,0.067987625,0.064806122,0.066715159,0.065691327,0.064346729,0.063861556,0.067666094,0.068664793,0.070664433,0.069033186,0.06991786,0.065204296,0.067916236,0.070449858,0.065215087,0.069649285,0.065181093,0.062934378,0.068768682,0.06420233,0.070016757
1,0.132319976,0.132825439,0.125297725,0.126258483,0.134560721,0.133445592,0.130089799,0.132949476,0.127678606,0.134239732,0.12837728,0.125563985,0.132273574,0.133969817,0.131546639,0.130107062,0.12585695,0.136723332,0.130853943,0.132783834,0.133807557,0.130342753,0.134126475,0.137203472,0.130763063,0.137004243,0.132397669,0.126831108,0.125552608,0.13394533,0.131188644,0.12498078,0.137158067,0.068987498,0.063209696,0.067571484,0.069766162,0.06686387,0.070207715,0.069564527,0.067848295,0.065992104,0.067670015,0.067500552,0.069736679,0.069813524,0.067004358,0.065215476,0.065301449,0.063867139,0.07066667,0.066861567,0.068871809,0.070540261,0.063854945
1,0.129071298,0.135332504,0.131360461,0.128849793,0.135431492,0.137437131,0.12844868,0.13013195,0.134333703,0.126937554,0.128934515,0.137680019,0.129629283,0.135490693,0.12846926,0.13340489,0.134775201,0.1352218,0.126408392,0.130324456,0.130567827,0.128680892,0.128652734,0.132183258,0.13169326,0.132673601,0.12593199,0.125466937,0.138059423,0.128186777,0.129291165,0.133351425,0.131234102,0.068971974,0.067552693,0.070112368,0.066335821,0.069261623,0.064192644,0.065492103,0.065894977,0.063630271,0.06422272,0.063283513,0.064329508,0.070354182,0.064211476,0.066775884,0.070436089,0.068136977,0.068430069,0.067361566,0.06608142,0.063797874,0.065207295
1,0.13785746,0.137382461,0.127289552,0.135109851,0.133528267,0.125229313,0.129675832,0.12972559,0.135518053,0.134826943,0.129798758,0.134264242,0.134292227,0.134806862,0.127328356,0.124998412,0.133512884,0.127790995,0.126139148,0.12609845,0.135448656,0.130263183,0.126507258,0.130220274,0.125140657,0.13614147,0.128646234,0.137578312,0.127211566,0.133163687,0.135503809,0.125811024,0.127380868,0.068389681,0.064080661,0.063691338,0.066255167,0.064545461,0.067790458,0.068443127,0.069196026,0.069295011,0.069043648,0.063642403,0.063485639,0.067019783,0.069559471,0.064096809,0.065341799,0.069405967,0.069722039,0.064642878,0.06702075,0.070623634,0.0682532
1,0.127419078,0.138184312,0.132375587,0.138164391,0.13196821,0.131170813,0.127359396,0.125832081,0.129500024,0.131589755,0.126786073,0.136844016,0.126295872,0.131640777,0.132697745,0.133932846,0.12535209,0.133474835,0.125623493,0.129887105,0.134016388,0.131661824,0.125283833,0.133641525,0.137113518,0.138118294,0.134246146,0.133577388,0.133239086,0.1320174,0.132351406,0.125001871,0.133101754,0.066155466,0.068636748,0.069879448,0.064612999,0.067165091,0.066622426,0.063921917,0.068778285,0.067021267,0.063718961,0.06290352,0.065622828,0.066621335,0.068128281,0.065270316,0.069942005,0.063414648,0.068852777,0.067660634,0.068541631,0.064084847,0.069337014
1,0.129616324,0.130709462,0.137474307,0.134686055,0.138146158,0.134596978,0.13576945,0.129297919,0.137537098,0.129508562,0.133184186,0.130974778,0.130063557,0.129502161,0.127107222,0.126968989,0.134268536,0.128159018,0.125001481,0.130636199,0.13168323,0.13533541,0.12890914,0.13717431,0.133676774,0.129130055,0.126796063,0.126350443,0.133771026,0.128993802,0.136528097,0.137195752,0.135573739,0.063149142,0.065854273,0.06773011,0.06602503,0.06833148,0.064779491,0.063099449,0.065783805,0.066217273,0.067786936,0.066749287,0.066861495,0.06909943,0.070850341,0.065970526,0.066858875,0.069029796,0.064417213,0.06910338,0.063479133,0.067918561,0.070635529
1,0.137927373,0.131656181,0.128848722,0.128646943,0.135933147,0.12618742,0.134535692,0.13835368,0.135925863,0.132323955,0.128667239,0.132047546,0.136768475,0.129166523,0.138422094,0.127763227,0.127299656,0.126169671,0.126064654,0.125524924,0.136045504,0.126375734,0.128850626,0.133624634,0.134690189,0.131696516,0.127195783,0.137959861,0.132285155,0.129136382,0.128020461,0.127674283,0.137121301,0.070379382,0.065641327,0.06609172,0.063270413,0.07003049,0.067116723,0.069041225,0.07031567,0.067629562,0.067134445,0.067105104,0.065341716,0.063735314,0.063028982,0.067709764,0.069044423,0.064582902,0.064455936,0.063282551,0.067131913,0.063978313,0.067910503
1,0.12866918,0.136632635,0.126665167,0.126865012,0.130502061,0.133798741,0.129938483,0.132181081,0.131748008,0.133444976,0.132414043,0.137556083,0.134390579,0.137324691,0.133038327,0.136407611,0.130219406,0.127510466,0.128952185,0.133926516,0.12709063,0.135560923,0.134514651,0.130355991,0.125410514,0.138096397,0.132505421,0.133354064,0.132318327,0.132412219,0.132937234,0.136867683,0.130237727,0.063825707,0.065820885,0.07081828,0.063669702,0.067112286,0.064890189,0.063679866,0.068572948,0.06848363,0.068996561,0.069610304,0.065991259,0.065493255,0.068631658,0.068403682,0.065961934,0.066941423,0.068460295,0.06370509,0.070663598,0.068457229,0.070192494
1,0.130113872,0.125215613,0.133063438,0.128944001,0.12638203,0.127258647,0.13358193,0.131987296,0.134557683,0.136140193,0.134690161,0.127351108,0.128759516,0.12499306,0.126624823,0.133562872,0.128298115,0.137882949,0.134850133,0.135249835,0.137415913,0.130357173,0.135301919,0.128808809,0.132815807,0.129963615,0.131313317,0.136488669,0.12937283,0.129034761,0.131796095,0.126946657,0.131349058,0.064467493,0.070863304,0.06909851,0.06914142,0.069315944,0.066000798,0.066163207,0.066356919,0.06721474,0.064083623,0.070091569,0.063597203,0.064395824,0.067675677,0.063428002,0.064241971,0.063655392,0.066371083,0.06873159,0.068390768,0.067009887,0.066400572
